
rtarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000001000 <_init>:
    1000:	f3 0f 1e fa          	endbr64 
    32e3:	89 fb                	mov    %edi,%ebx
    32e5:	78 1a                	js     3301 <init_timeout+0x27>
    32e7:	48 8d 35 8e f5 ff ff 	lea    -0xa72(%rip),%rsi        # 287c <sigalrm_handler>
    32ee:	bf 0e 00 00 00       	mov    $0xe,%edi
    32f3:	e8 28 e0 ff ff       	callq  1320 <signal@plt>
    32f8:	89 df                	mov    %ebx,%edi
    32fa:	e8 f1 df ff ff       	callq  12f0 <alarm@plt>
    32ff:	5b                   	pop    %rbx
    3300:	c3                   	retq   
    3301:	bb 00 00 00 00       	mov    $0x0,%ebx
    3306:	eb df                	jmp    32e7 <init_timeout+0xd>
    3308:	c3                   	retq   

0000000000003309 <init_driver>:
    3309:	f3 0f 1e fa          	endbr64 
    330d:	41 54                	push   %r12
    330f:	55                   	push   %rbp
    3310:	53                   	push   %rbx
    3311:	48 83 ec 20          	sub    $0x20,%rsp
    3315:	48 89 fd             	mov    %rdi,%rbp
    3318:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
    331f:	00 00 
    3321:	48 89 44 24 18       	mov    %rax,0x18(%rsp)
    3326:	31 c0                	xor    %eax,%eax
    3328:	be 01 00 00 00       	mov    $0x1,%esi
    332d:	bf 0d 00 00 00       	mov    $0xd,%edi
    3332:	e8 e9 df ff ff       	callq  1320 <signal@plt>
    3337:	be 01 00 00 00       	mov    $0x1,%esi
    333c:	bf 1d 00 00 00       	mov    $0x1d,%edi
    3341:	e8 da df ff ff       	callq  1320 <signal@plt>
    3346:	be 01 00 00 00       	mov    $0x1,%esi
    334b:	bf 1d 00 00 00       	mov    $0x1d,%edi
    3350:	e8 cb df ff ff       	callq  1320 <signal@plt>
    3355:	ba 00 00 00 00       	mov    $0x0,%edx
    335a:	be 01 00 00 00       	mov    $0x1,%esi
    335f:	bf 02 00 00 00       	mov    $0x2,%edi
    3364:	e8 e7 e0 ff ff       	callq  1450 <socket@plt>
    3369:	85 c0                	test   %eax,%eax
    336b:	0f 88 9c 00 00 00    	js     340d <init_driver+0x104>
    3371:	89 c3                	mov    %eax,%ebx
    3373:	48 8d 3d 1f 13 00 00 	lea    0x131f(%rip),%rdi        # 4699 <trans_char+0xc9>
    337a:	e8 b1 df ff ff       	callq  1330 <gethostbyname@plt>
    337f:	48 85 c0             	test   %rax,%rax
    3382:	0f 84 d1 00 00 00    	je     3459 <init_driver+0x150>
    3388:	49 89 e4             	mov    %rsp,%r12
    338b:	48 c7 04 24 00 00 00 	movq   $0x0,(%rsp)
    3392:	00 
    3393:	48 c7 44 24 08 00 00 	movq   $0x0,0x8(%rsp)
    339a:	00 00 
    339c:	66 c7 04 24 02 00    	movw   $0x2,(%rsp)
    33a2:	48 63 50 14          	movslq 0x14(%rax),%rdx
    33a6:	48 8b 40 18          	mov    0x18(%rax),%rax
    33aa:	48 8b 30             	mov    (%rax),%rsi
    33ad:	48 8d 7c 24 04       	lea    0x4(%rsp),%rdi
    33b2:	b9 0c 00 00 00       	mov    $0xc,%ecx
    33b7:	e8 84 df ff ff       	callq  1340 <__memmove_chk@plt>
    33bc:	66 c7 44 24 02 3c 9a 	movw   $0x9a3c,0x2(%rsp)
    33c3:	ba 10 00 00 00       	mov    $0x10,%edx
    33c8:	4c 89 e6             	mov    %r12,%rsi
    33cb:	89 df                	mov    %ebx,%edi
    33cd:	e8 3e e0 ff ff       	callq  1410 <connect@plt>
    33d2:	85 c0                	test   %eax,%eax
    33d4:	0f 88 e7 00 00 00    	js     34c1 <init_driver+0x1b8>
    33da:	89 df                	mov    %ebx,%edi
    33dc:	e8 1f df ff ff       	callq  1300 <close@plt>
    33e1:	66 c7 45 00 4f 4b    	movw   $0x4b4f,0x0(%rbp)
    33e7:	c6 45 02 00          	movb   $0x0,0x2(%rbp)
    33eb:	b8 00 00 00 00       	mov    $0x0,%eax
    33f0:	48 8b 4c 24 18       	mov    0x18(%rsp),%rcx
    33f5:	64 48 33 0c 25 28 00 	xor    %fs:0x28,%rcx
    33fc:	00 00 
    33fe:	0f 85 10 01 00 00    	jne    3514 <init_driver+0x20b>
    3404:	48 83 c4 20          	add    $0x20,%rsp
    3408:	5b                   	pop    %rbx
    3409:	5d                   	pop    %rbp
    340a:	41 5c                	pop    %r12
    340c:	c3                   	retq   
    340d:	48 b8 45 72 72 6f 72 	movabs $0x43203a726f727245,%rax
    3414:	3a 20 43 
    3417:	48 ba 6c 69 65 6e 74 	movabs $0x6e7520746e65696c,%rdx
    341e:	20 75 6e 
    3421:	48 89 45 00          	mov    %rax,0x0(%rbp)
    3425:	48 89 55 08          	mov    %rdx,0x8(%rbp)
    3429:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
    3430:	74 6f 20 
    3433:	48 ba 63 72 65 61 74 	movabs $0x7320657461657263,%rdx
    343a:	65 20 73 
    343d:	48 89 45 10          	mov    %rax,0x10(%rbp)
    3441:	48 89 55 18          	mov    %rdx,0x18(%rbp)
    3445:	c7 45 20 6f 63 6b 65 	movl   $0x656b636f,0x20(%rbp)
    344c:	66 c7 45 24 74 00    	movw   $0x74,0x24(%rbp)
    3452:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    3457:	eb 97                	jmp    33f0 <init_driver+0xe7>
    3459:	48 b8 45 72 72 6f 72 	movabs $0x44203a726f727245,%rax
    3460:	3a 20 44 
    3463:	48 ba 4e 53 20 69 73 	movabs $0x6e7520736920534e,%rdx
    346a:	20 75 6e 
    346d:	48 89 45 00          	mov    %rax,0x0(%rbp)
    3471:	48 89 55 08          	mov    %rdx,0x8(%rbp)
    3475:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
    347c:	74 6f 20 
    347f:	48 ba 72 65 73 6f 6c 	movabs $0x2065766c6f736572,%rdx
    3486:	76 65 20 
    3489:	48 89 45 10          	mov    %rax,0x10(%rbp)
    348d:	48 89 55 18          	mov    %rdx,0x18(%rbp)
    3491:	48 b8 73 65 72 76 65 	movabs $0x6120726576726573,%rax
    3498:	72 20 61 
    349b:	48 89 45 20          	mov    %rax,0x20(%rbp)
    349f:	c7 45 28 64 64 72 65 	movl   $0x65726464,0x28(%rbp)
    34a6:	66 c7 45 2c 73 73    	movw   $0x7373,0x2c(%rbp)
    34ac:	c6 45 2e 00          	movb   $0x0,0x2e(%rbp)
    34b0:	89 df                	mov    %ebx,%edi
    34b2:	e8 49 de ff ff       	callq  1300 <close@plt>
    34b7:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    34bc:	e9 2f ff ff ff       	jmpq   33f0 <init_driver+0xe7>
    34c1:	48 b8 45 72 72 6f 72 	movabs $0x55203a726f727245,%rax
    34c8:	3a 20 55 
    34cb:	48 ba 6e 61 62 6c 65 	movabs $0x6f7420656c62616e,%rdx
    34d2:	20 74 6f 
    34d5:	48 89 45 00          	mov    %rax,0x0(%rbp)
    34d9:	48 89 55 08          	mov    %rdx,0x8(%rbp)
    34dd:	48 b8 20 63 6f 6e 6e 	movabs $0x7463656e6e6f6320,%rax
    34e4:	65 63 74 
    34e7:	48 ba 20 74 6f 20 73 	movabs $0x76726573206f7420,%rdx
    34ee:	65 72 76 
    34f1:	48 89 45 10          	mov    %rax,0x10(%rbp)
    34f5:	48 89 55 18          	mov    %rdx,0x18(%rbp)
    34f9:	66 c7 45 20 65 72    	movw   $0x7265,0x20(%rbp)
    34ff:	c6 45 22 00          	movb   $0x0,0x22(%rbp)
    3503:	89 df                	mov    %ebx,%edi
    3505:	e8 f6 dd ff ff       	callq  1300 <close@plt>
    350a:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    350f:	e9 dc fe ff ff       	jmpq   33f0 <init_driver+0xe7>
    3514:	e8 a7 dd ff ff       	callq  12c0 <__stack_chk_fail@plt>

0000000000003519 <driver_post>:
    3519:	f3 0f 1e fa          	endbr64 
    351d:	53                   	push   %rbx
    351e:	4c 89 cb             	mov    %r9,%rbx
    3521:	45 85 c0             	test   %r8d,%r8d
    3524:	75 18                	jne    353e <driver_post+0x25>
    3526:	48 85 ff             	test   %rdi,%rdi
    3529:	74 05                	je     3530 <driver_post+0x17>
    352b:	80 3f 00             	cmpb   $0x0,(%rdi)
    352e:	75 37                	jne    3567 <driver_post+0x4e>
    3530:	66 c7 03 4f 4b       	movw   $0x4b4f,(%rbx)
    3535:	c6 43 02 00          	movb   $0x0,0x2(%rbx)
    3539:	44 89 c0             	mov    %r8d,%eax
    353c:	5b                   	pop    %rbx
    353d:	c3                   	retq   
    353e:	48 89 ca             	mov    %rcx,%rdx
    3541:	48 8d 35 69 11 00 00 	lea    0x1169(%rip),%rsi        # 46b1 <trans_char+0xe1>
    3548:	bf 01 00 00 00       	mov    $0x1,%edi
    354d:	b8 00 00 00 00       	mov    $0x0,%eax
    3552:	e8 59 de ff ff       	callq  13b0 <__printf_chk@plt>
    3557:	66 c7 03 4f 4b       	movw   $0x4b4f,(%rbx)
    355c:	c6 43 02 00          	movb   $0x0,0x2(%rbx)
    3560:	b8 00 00 00 00       	mov    $0x0,%eax
    3565:	eb d5                	jmp    353c <driver_post+0x23>
    3567:	48 83 ec 08          	sub    $0x8,%rsp
    356b:	41 51                	push   %r9
    356d:	49 89 c9             	mov    %rcx,%r9
    3570:	49 89 d0             	mov    %rdx,%r8
    3573:	48 89 f9             	mov    %rdi,%rcx
    3576:	48 89 f2             	mov    %rsi,%rdx
    3579:	be 9a 3c 00 00       	mov    $0x3c9a,%esi
    357e:	48 8d 3d 14 11 00 00 	lea    0x1114(%rip),%rdi        # 4699 <trans_char+0xc9>
    3585:	e8 be f5 ff ff       	callq  2b48 <submitr>
    358a:	48 83 c4 10          	add    $0x10,%rsp
    358e:	eb ac                	jmp    353c <driver_post+0x23>

0000000000003590 <check>:
    3590:	f3 0f 1e fa          	endbr64 
    3594:	89 f8                	mov    %edi,%eax
    3596:	c1 e8 1c             	shr    $0x1c,%eax
    3599:	74 1d                	je     35b8 <check+0x28>
    359b:	b9 00 00 00 00       	mov    $0x0,%ecx
    35a0:	83 f9 1f             	cmp    $0x1f,%ecx
    35a3:	7f 0d                	jg     35b2 <check+0x22>
    35a5:	89 f8                	mov    %edi,%eax
    35a7:	d3 e8                	shr    %cl,%eax
    35a9:	3c 0a                	cmp    $0xa,%al
    35ab:	74 11                	je     35be <check+0x2e>
    35ad:	83 c1 08             	add    $0x8,%ecx
    35b0:	eb ee                	jmp    35a0 <check+0x10>
    35b2:	b8 01 00 00 00       	mov    $0x1,%eax
    35b7:	c3                   	retq   
    35b8:	b8 00 00 00 00       	mov    $0x0,%eax
    35bd:	c3                   	retq   
    35be:	b8 00 00 00 00       	mov    $0x0,%eax
    35c3:	c3                   	retq   

00000000000035c4 <gencookie>:
    35c4:	f3 0f 1e fa          	endbr64 
    35c8:	53                   	push   %rbx
    35c9:	83 c7 01             	add    $0x1,%edi
    35cc:	e8 9f dc ff ff       	callq  1270 <srandom@plt>
    35d1:	e8 aa dd ff ff       	callq  1380 <random@plt>
    35d6:	48 89 c7             	mov    %rax,%rdi
    35d9:	89 c3                	mov    %eax,%ebx
    35db:	e8 b0 ff ff ff       	callq  3590 <check>
    35e0:	85 c0                	test   %eax,%eax
    35e2:	74 ed                	je     35d1 <gencookie+0xd>
    35e4:	89 d8                	mov    %ebx,%eax
    35e6:	5b                   	pop    %rbx
    35e7:	c3                   	retq   
    35e8:	0f 1f 84 00 00 00 00 	nopl   0x0(%rax,%rax,1)
    35ef:	00 

00000000000035f0 <__libc_csu_init>:
    35f0:	f3 0f 1e fa          	endbr64 
    35f4:	41 57                	push   %r15
    35f6:	4c 8d 3d bb 36 00 00 	lea    0x36bb(%rip),%r15        # 6cb8 <__frame_dummy_init_array_entry>
    35fd:	41 56                	push   %r14
    35ff:	49 89 d6             	mov    %rdx,%r14
    3602:	41 55                	push   %r13
    3604:	49 89 f5             	mov    %rsi,%r13
    3607:	41 54                	push   %r12
    3609:	41 89 fc             	mov    %edi,%r12d
    360c:	55                   	push   %rbp
    360d:	48 8d 2d ac 36 00 00 	lea    0x36ac(%rip),%rbp        # 6cc0 <__do_global_dtors_aux_fini_array_entry>
    3614:	53                   	push   %rbx
    3615:	4c 29 fd             	sub    %r15,%rbp
    3618:	48 83 ec 08          	sub    $0x8,%rsp
    361c:	e8 df d9 ff ff       	callq  1000 <_init>
    3621:	48 c1 fd 03          	sar    $0x3,%rbp
    3625:	74 1f                	je     3646 <__libc_csu_init+0x56>
    3627:	31 db                	xor    %ebx,%ebx
    3629:	0f 1f 80 00 00 00 00 	nopl   0x0(%rax)
    3630:	4c 89 f2             	mov    %r14,%rdx
    3633:	4c 89 ee             	mov    %r13,%rsi
    3636:	44 89 e7             	mov    %r12d,%edi
    3639:	41 ff 14 df          	callq  *(%r15,%rbx,8)
    363d:	48 83 c3 01          	add    $0x1,%rbx
    3641:	48 39 dd             	cmp    %rbx,%rbp
    3644:	75 ea                	jne    3630 <__libc_csu_init+0x40>
    3646:	48 83 c4 08          	add    $0x8,%rsp
    364a:	5b                   	pop    %rbx
    364b:	5d                   	pop    %rbp
    364c:	41 5c                	pop    %r12
    364e:	41 5d                	pop    %r13
    3650:	41 5e                	pop    %r14
    3652:	41 5f                	pop    %r15
    3654:	c3                   	retq   
    3655:	66 66 2e 0f 1f 84 00 	data16 nopw %cs:0x0(%rax,%rax,1)
    365c:	00 00 00 00 

0000000000003660 <__libc_csu_fini>:
    3660:	f3 0f 1e fa          	endbr64 
    3664:	c3                   	retq   

Disassembly of section .fini:

0000000000003668 <_fini>:
    3668:	f3 0f 1e fa          	endbr64 
    366c:	48 83 ec 08          	sub    $0x8,%rsp
    3670:	48 83 c4 08          	add    $0x8,%rsp
    3674:	c3                   	retq   
